lemma	pos	count
aliuminozė	N	1
aliumnatinis	A	1
Alymovaitė	Ns	1
Alymovienė	Ns	1
alkaftadinas	N	1
Alkimavičienė	Ns	1
alklometazonas	N	1
Alksmantaitė	Ns	1
alksniabudė	N	1
Almazovienė	Ns	1
Alminauskaitė	Ns	1
Alminskienė	Ns	1
alovietis	N	1
Alšakis	Ng	1
Altanienė	Ns	1
altimetrija	N	1
Alubickaitė	Ns	1
Aluoja	Ng	1
Alupė	Ng	1
Aluškaitė	Ns	1
Aluškis	Ns	1
Alvinskis	Ns	1
Alvinskytė	Ns	1
Alvydutė	Nf	1
Alzbergaitė	Ns	1
amalgamatorius	N	1
Amankevičienė	Ns	1
Amblažėjutė	Ns	1
Ambolta	Ns	1
Amboltaitė	Ns	1
Ambrakaitytė	Ns	1
Ambrazavičius	Ns	1
Ambraževičiūtė	Ns	1
Ambražienė	Ns	1
Ambrukaitytė	Ns	1
Ambultas	Ns	1
amčiojimas	N	1
amfibolitas	N	1
amilokainas	N	1
Amitinienė	Ns	1
amodiakvinas	N	1
amortizavimasis	N	1
Amplejevaitė	Ns	1
Amulevičius	Ns	1
Ancelytė	Ns	1
Ančerytė	Ns	1
Anciukevičiūtė	Ns	1
Anciulevičienė	Ns	1
Ancukevičiūtė	Ns	1
Andriejevienė	Ns	1
Andrijanovaitė	Ns	1
Andrijevskytė	Ns	1
Andrišėnas	Ns	1
Andrišėnienė	Ns	1
Andriušėnienė	Ns	1
Andriusevičiūtė	Ns	1
Andriušiūnaitė	Ns	1
Andronavičiūtė	Ns	1
Androšiūnaitė	Ns	1
Andrukaitytė	Ns	1
Andužytė	Ns	1
Andzelevičius	Ns	1
Andžilaitienė	Ns	1
Andžilaitis	Ns	1
Andžiūtė	Ns	1
anemorumbografas	N	1
Anevičienė	Ns	1
Angermanas	Ng	1
Anicionytė	Ns	1
Animuckienė	Ns	1
Aniščenkovienė	Ns	1
Anisimovienė	Ns	1
anistreplazė	N	1
Aniukštytė	Ns	1
Ankaitienė	Ns	1
Ankevičienė	Ns	1
ankstutėlis	A	1
Ankudinovienė	Ns	1
Ansevičienė	Ns	1
Ansevičius	Ns	1
Ansienė	Ns	1
antalieptietis	N	1
Antanevičienė	Ns	1
Antanynienė	Ns	1
antgalvinis	A	1
antifilmas	N	1
antiįstatymiškumas	N	1
antralangis	N	1
Antulionienė	Ns	1
Anturkė	Ng	1
antveržlė	N	1
Anučiauskas	Ns	1
Anulevičienė	Ns	1
Anzelmukas	Nf	1
apačiau	R	1
Apacionka	Ns	1
Apacionkienė	Ns	1
Apalainytė	Ns	1
Apavičiūtė	Ns	1
Apčelauskytė	Ns	1
apčiulpimas	N	1
apdalijimas	N	1
apdejuoti	V	1
apdulkėjimas	N	1
apeigėlės	N	1
Aperaitis	Ns	1
apgarbstymas	N	1
apgydymas	N	1
apglaistymas	N	1
apglebimas	N	1
apgluminti	V	1
apibėrimas	N	1
apipjautinis	A	1
apiplėšymas	N	1
apyaiškis	A	1
apydrėgniai	R	1
apyjuodžiai	R	1
apykiečiai	R	1
apylinksmiai	R	1
apypigiai	R	1
apyplonis	A	1
apyprasčiai	R	1
apyskanis	A	1
apysmailiai	R	1
apysmarkiai	R	1
apyspenis	N	1
apyšvariai	R	1
apytankis	A	1
apjuokimas	N	1
apkabinėjimas	N	1
apkalbininkas	N	1
apkurtinimas	N	1
aplakstymas	N	1
aplanatas	N	1
aplankstymas	N	1
aplaupymas	N	1
aplaužymas	N	1
apliuobimas	N	1
aplopymas	N	1
apmatymas	N	1
apniukimas	N	1
Apolskienė	Ns	1
Apolskytė	Ns	1
apomiksė	N	1
apozicinis	A	1
apraišiojimas	N	1
Apresianas	Ns	1
apšašimas	N	1
apsidarymas	N	1
apsiglaustymas	N	1
apsikaišymas	N	1
apsikarstymas	N	1
apsikasinėti	V	1
apsirėminti	V	1
apsišarvavimas	N	1
apsišiaušti	V	1
apsišovimas	N	1
apsiūlėjimas	N	1
apsiundyti	V	1
apsivaikščioti	V	1
apsivėlimas	N	1
apskalbimas	N	1
apskaldymas	N	1
apsvaidymas	N	1
aptamsinimas	N	1
aptempimas	N	1
aptėškimas	N	1
aptilimas	N	1
aptinimas	N	1
aptramdymas	N	1
aptrankymas	N	1
aptraukalas	N	1
aptuštėjimas	N	1
apvarymas	N	1
apvažinėjimas	N	1
apželtkojė	N	1
apžlibimas	N	1
Aračiauskienė	Ns	1
Aranovičius	Ns	1
Aranskienė	Ns	1
Arbašauskaitė	Ns	1
Arbatauskaitė	Ns	1
Arbutavičiūtė	Ns	1
Archangorodskienė	Ns	1
Arčikauskienė	Ns	1
Arčiulis	Ns	1
Ardanavičienė	Ns	1
Ardickienė	Ns	1
Ardulevičienė	Ns	1
Ardzijauskaitė	Ns	1
Areimienė	Ns	1
Arelienė	Ns	1
Arendarčikaitė	Ns	1
Arieška	Ns	1
Arieškaitė	Ns	1
Arkauskaitė	Ns	1
Arkipolienė	Ns	1
Arlickis	Ns	1
Armalavičienė	Ns	1
Armokavičienė	Ns	1
Armonaitytė	Ns	1
Aršauskaitė	Ns	1
arteriosklerozinis	A	1
Arulytė	Ns	1
Arustas	Ns	1
Arvasienė	Ns	1
Asinavičius	Ns	1
Asinavičiūtė	Ns	1
Ašinskienė	Ns	1
Ašipauskas	Ns	1
Asipavičiūtė	Ns	1
Ašmantavičius	Ns	1
Ašmenskienė	Ns	1
Ašmiagienė	Ns	1
Astasevičiūtė	Ns	1
astemizolis	N	1
astenozoospermija	N	1
asteroseismologija	N	1
astigmatas	N	1
astmininkė	N	1
Astrauskė	Ns	1
Astrauskytė	Ns	1
Astravienė	Ns	1
astrospektrografas	N	1
Ašutaitis	Ns	1
atabradinis	A	1
Atgalainytė	Ns	1
atitarnavimas	N	1
atitiesinimas	N	1
atitreškėti	V	1
atklausymas	N	1
atlankstymas	N	1
atlėgimas	N	1
atlinkimas	N	1
Atmanavičiūtė	Ns	1
atmurmėti	V	1
atpainiojimas	N	1
atrakinėjimas	N	1
atšalėlis	N	1
atsėlinimas	N	1
atsėmimas	N	1
atsibadauti	V	1
atsibaltinti	V	1
atsigodimas	N	1
atsijunkymas	N	1
atsikliunkinti	V	1
atsilakstymas	N	1
atsipylimas	N	1
atsiplukdymas	N	1
atsišaldymas	N	1
atsisėdėjimas	N	1
atsistodinėti	V	1
atsivažinėjimas	N	1
atsivėdėjimas	N	1
atstabdymas	N	1
Atstupas	Ns	1
Atstupienė	Ns	1
atšviesinti	V	1
Atutytė	Ns	1
atvangiai	R	1
Aučienė	Ns	1
Aučiūnienė	Ns	1
Audėjaitytė	Ns	1
Audėjutė	Ns	1
Audinienė	Ns	1
Audupė	Ng	1
augalininkė	N	1
Augščiūnaitė	Ns	1
Augulevičius	Ns	1
Augustanavičienė	Ns	1
Augustauskytė	Ns	1
Augustavičienė	Ns	1
Augustynienė	Ns	1
Augutavičiūtė	Ns	1
aukšliavimas	N	1
Aulasevičiūtė	Ns	1
auranofinas	N	1
Aurelijonas	Nf	1
aureomicinas	N	1
Ausiejūtė	Ns	1
Ausiukaitienė	Ns	1
Ausmanaitė	Ns	1
Aušrotienė	Ns	1
Auštraitė	Ns	1
Aušvicaitė	Ns	1
autodažai	N	1
autokodas	N	1
autokolimacija	N	1
automatinimas	N	1
automatizavimasis	N	1
autooperatorius	N	1
autoritarizmuotas	A	1
Avalasevičienė	Ns	1
Avėnaitė	Ns	1
Averkaitė	Ns	1
Avilaitis	Ng	1
Aviniškė	Ng	1
Avinuostėlis	Ng	1
Avlasevičienė	Ns	1
Avlasevičiūtė	Ns	1
Azbienė	Ns	1
Aželionis	Ns	1
Ažondenis	Ns	1
Ažundenienė	Ns	1
Ažundenis	Ns	1
Ažusienytė	Ns	1
Babakinaitė	Ns	1
Babikienė	Ns	1
babilonietė	N	1
Babulienė	Ns	1
Babušienė	Ns	1
Bačėninaitė	Ns	1
Bačėninienė	Ns	1
Bacianskas	Ns	1
Bačiulaitytė	Ns	1
Baciuškaitė	Ns	1
Bačkaitytė	Ns	1
Bagarevičius	Ns	1
Bagatyrienė	Ns	1
Bagauskas	Ns	1
Bagdonovienė	Ns	1
Baginavičienė	Ns	1
Bagonaitė	Ns	1
Bagušauskienė	Ns	1
Baibakovas	Ns	1
baidymasis	N	1
baikštinimas	N	1
Bajariūnienė	Ns	1
Bajevaitė	Ns	1
Bajorėnai	Ng	1
bakampicilinas	N	1
Bakanavičiūtė	Ns	1
Bakašinskienė	Ns	1
bakongai	N	1
Bakšnienė	Ns	1
baksterėti	V	1
Baktytė	Ns	1
Bakučinskienė	Ns	1
Baladinskienė	Ns	1
Balandaitė	Ns	1
Balandinienė	Ns	1
Balanoškienė	Ns	1
Balašaitytė	Ns	1
Balbošiovienė	Ns	1
Balčėnaitė	Ns	1
Balčinaitė	Ns	1
Balciukevičius	Ns	1
Balčiukynaitė	Ns	1
Balčiulienė	Ns	1
Baldišienė	Ns	1
Baležantytė	Ns	1
Baliasinovas	Ns	1
Balickaitė	Ns	1
Balinskytė	Ns	1
Baliunaitė	Ns	1
Balkelytė	Ns	1
balsvumas	N	1
Baltaitytė	Ns	1
Baltenienė	Ns	1
Baltenytė	Ns	1
Baltikauskienė	Ns	1
Baltonytė	Ns	1
Baltrėtis	Ns	1
Baltriūnaitė	Ns	1
Baltušaitienė	Ns	1
Baltušauskienė	Ns	1
Baltusevičienė	Ns	1
Baltušonis	Ns	1
baltžiedis	A	1
Balukevičienė	Ns	1
Balužytė	Ns	1
Balzukevičiūtė	Ns	1
Bambinai	Ng	1
bametanas	N	1
Banakė	Ns	1
Bandžiūtė	Ns	1
Banėnaitė	Ns	1
Bangardavičiūtė	Ns	1
bangolaidinis	A	1
Banikonytė	Ns	1
Banilevičius	Ns	1
Baniotienė	Ns	1
Banisevičienė	Ns	1
Banisevičius	Ns	1
Banulevičius	Ns	1
Baradienė	Ns	1
Barančiukaitė	Ns	1
Baraniūnaitė	Ns	1
Baranovskytė	Ns	1
Barauskė	Ns	1
Barčauskaitė	Ns	1
Barčauskis	Ns	1
Barčiauskaitė	Ns	1
Barčinskienė	Ns	1
Barciūnienė	Ns	1
Bardiševičienė	Ns	1
Barilkienė	Ns	1
Barinovienė	Ns	1
Barizienė	Ns	1
Barylaitė	Ns	1
Baryškinaitė	Ns	1
Barkauskytė	Ns	1
Baronaitytė	Ns	1
Baroniūnaitė	Ns	1
Barščiuvienė	Ns	1
barškaliavimas	N	1
Baršketienė	Ns	1
Barškėtytė	Ns	1
Barskevičiūtė	Ns	1
Barškietienė	Ns	1
Barsteika	Ns	1
Bartininkaitienė	Ns	1
Bartoševskienė	Ns	1
Bartulaitienė	Ns	1
Bartvydas	Nf	1
Baruckienė	Ns	1
Barunovas	Ns	1
Barunovienė	Ns	1
Barzdėnaitė	Ns	1
Barzdėnienė	Ns	1
Barzdonytė	Ns	1
Barzelytė	Ns	1
Barzevičiūtė	Ns	1
Baslerienė	Ns	1
Batisaitė	Ns	1
Batvinytė	Ns	1
Baubliauskienė	Ns	1
Baukevičius	Ns	1
baustinumas	N	1
Bavarskienė	Ns	1
Bažanskas	Ns	1
Bazarauskaitė	Ns	1
Bazenienė	Ns	1
Bazenis	Ns	1
beapriboti	V	1
beatsidėkoti	V	1
Bebrujis	Ng	1
Bebulys	Ng	1
Bečalienė	Ns	1
Bečalis	Ns	1
Bedaugytė	Ns	1
Bederštetienė	Ns	1
Bedrovaitė	Ns	1
Bedunkevičienė	Ns	1
Beglecovienė	Ns	1
beidėjis	A	1
beinitas	N	1
Beitinienė	Ns	1
Bekevičius	Ns	1
beklaidinti	V	1
Belgerienė	Ns	1
Belopetravičiūtė	Ns	1
Bėlskis	Ns	1
Belužienė	Ns	1
Bendikytė	Ns	1
bendiokarbas	N	1
Bendorovičiūtė	Ns	1
Benediktėlis	Nf	1
Benelytė	Ns	1
benetaminas	N	1
Bengardavičienė	Ns	1
Benikaitė	Ns	1
Benikauskienė	Ns	1
Beniševičius	Ns	1
Benkevičius	Ns	1
Benkunskaitė	Ns	1
Benokraitytė	Ns	1
Benosenka	Ns	1
Benosenkienė	Ns	1
benperidolis	N	1
Benušytė	Ns	1
benzinuotas	A	1
bepienystė	N	1
Berasnevičienė	Ns	1
bereglamentuoti	V	1
Beresnienė	Ns	1
Bergmanienė	Ns	1
bergždybė	N	1
beriaumoti	V	1
Berinienė	Ns	1
Berkmonaitė	Ns	1
Berlickienė	Ns	1
Berlinytė	Ns	1
Bernadskienė	Ns	1
Bernatovičienė	Ns	1
Bernikis	Ns	1
Berniūtė	Ns	1
Bernotėnaitė	Ns	1
Bernotėnienė	Ns	1
Bertaševičienė	Ns	1
Bertaškaitė	Ns	1
Bertavičiūtė	Ns	1
Beručkienė	Ns	1
Bervinskienė	Ns	1
Beseckaitė	Ns	1
Beseckienė	Ns	1
Besekirskaitė	Ns	1
Beselytė	Ns	1
Beselmanas	Ns	1
besifloksacinas	N	1
besiformuluoti	V	1
besihidrolizuoti	V	1
besikildinti	V	1
besikonfrontuoti	V	1
besimaudymas	N	1
besisvaidymas	N	1
besitampymas	N	1
besivaikymas	N	1
besivilkinti	V	1
Betingytė	Ns	1
Betūrienė	Ns	1
bevykdymas	N	1
beždžionėjimas	N	1
Bialobžeskytė	Ns	1
Bičinskienė	Ns	1
Bičiulaitienė	Ns	1
Bičiušaitė	Ns	1
Bielionienė	Ns	1
Bielkutė	Ns	1
Bielokopitovienė	Ns	1
Bielovolskienė	Ns	1
Bierancienė	Ns	1
Biezumavičius	Ns	1
Bijaminas	Ns	1
Bikovienė	Ns	1
Bikuličiūtė	Ns	1
Bikuntienė	Ns	1
Bileišytė	Ns	1
Bilertaitė	Ns	1
Biliauskienė	Ns	1
Bilickienė	Ns	1
Bilickis	Ns	1
Bilinevičius	Ns	1
Biliutavičius	Ns	1
Bilunskienė	Ns	1
Binderytė	Ns	1
Bingutė	Ng	1
Biniauskaitė	Ns	1
biostratigrafinis	A	1
Birėtienė	Ns	1
Birgiolaitė	Ns	1
Birinienė	Ns	1
Birmantaitė	Ns	1
Birulytė	Ns	1
Birvinskienė	Ns	1
Birvytė	Ns	1
Biržiškytė	Ns	1
bismarkiškas	A	1
Bistraitė	Ns	1
bitemporalinis	A	1
Bitinaitytė	Ns	1
Bitkerienė	Ns	1
Bivilytė	Ns	1
Bychovskienė	Ns	1
Bylinskienė	Ns	1
Byštautienė	Ns	1
Blackutė	Ns	1
blakt	O	1
Blandytė	Ns	1
Blaudžiūnienė	Ns	1
Blavaščiūnas	Ns	1
Blebienė	Ns	1
Blekerienė	Ns	1
Blekienė	Ns	1
Bliabaitė	Ns	1
Bliabas	Ns	1
Blinkinas	Ns	1
Bliūdienė	Ns	1
Bliudžiuvaitis	Ns	1
Bliujuvienė	Ns	1
Bliumenzonas	Ns	1
Bliumienė	Ns	1
Bliurbinas	Ng	1
blyškinimas	N	1
blogavimas	N	1
blogimas	N	1
Blunskytė	Ns	1
Bobianskas	Ns	1
Bociarskis	Ns	1
bodleriškai	R	1
Bogatkinas	Ns	1
Bogdaitė	Ns	1
Bogdanaitė	Ns	1
Bogdanovienė	Ns	1
Bogdžiūnienė	Ns	1
Bogučianskaitė	Ns	1
Bogušinskaitė	Ns	1
Boguškienė	Ns	1
Boguževičienė	Ns	1
Boguževičius	Ns	1
Bohdanovičius	Ns	1
Boikaitė	Ns	1
Boikienė	Ns	1
Boizou	Ns	1
Bojarincevienė	Ns	1
Bojarskienė	Ns	1
bolavimas	N	1
Bolcevičienė	Ns	1
Bolmantienė	Ns	1
Bolmenas	Ng	1
Bolnaitė	Ns	1
Bomblauskis	Ns	1
Borysaitė	Ns	1
Boroškienė	Ns	1
Borotkinienė	Ns	1
Borovkovienė	Ns	1
Bortelytė	Ns	1
Boškevičius	Ns	1
botagavimas	N	1
Boveinis	Ns	1
Božytė	Ns	1
Božonaitė	Ns	1
Braciškienė	Ns	1
Bradulis	Ns	1
Bradulskaitė	Ns	1
Bradulskytė	Ns	1
brandinimasis	N	1
Branišauskaitė	Ns	1
Braškuvienė	Ns	1
Brastovickis	Ns	1
Bratkovskienė	Ns	1
braukėjas	N	1
Brazdauskytė	Ns	1
Brazdžienė	Ns	1
Braželienė	Ns	1
Brazevičiūtė	Ns	1
Bražukaitienė	Ns	1
Brazulevičiūtė	Ns	1
Bražunis	Ns	1
Bredulskytė	Ns	1
Breimerienė	Ns	1
Brėskaitė	Ns	1
Brėskienė	Ns	1
Breslavskytė	Ns	1
bretlinginis	A	1
Brėzgienė	Ns	1
Brezgytė	Ns	1
Bridaitienė	Ns	1
Briedaitytė	Ns	1
Brigaitienė	Ns	1
brigantininis	A	1
Brigitėlė	Nf	1
Brilinkevičiūtė	Ns	1
Brimonienė	Ns	1
Brindzaitė	Ns	1
Brinevičiūtė	Ns	1
briologija	N	1
Briškaitė	Ns	1
Briškus	Ns	1
Brisotaitė	Ns	1
Briūderienė	Ns	1
Briunys	Ns	1
Brizgytė	Ns	1
Brodskienė	Ns	1
Brokartienė	Ns	1
Broncevičius	Ns	1
Broneikienė	Ns	1
Broniškienė	Ns	1
Broniukaitytė	Ns	1
Brūderytė	Ns	1
brūkšniuotė	N	1
Brunovienė	Ns	1
Bruškienė	Ns	1
Bružauskienė	Ns	1
Bruzbartienė	Ns	1
Bruzdeilinienė	Ns	1
Brūžienė	Ns	1
Bružikaitė	Ns	1
Bubaitė	Ns	1
Bubalaitė	Ns	1
Bubilevičius	Ns	1
Būbnaitytė	Ns	1
Būbnienė	Ns	1
Būbnytė	Ns	1
Bubrevičius	Ns	1
Buchaveckienė	Ns	1
Buckūnaitė	Ns	1
Bučnikaitė	Ns	1
Budavienė	Ns	1
Budelinienė	Ns	1
Budelskaitė	Ns	1
Budkienė	Ns	1
Budveitienė	Ns	1
Budvilienė	Ns	1
Budvydytė	Ns	1
Budzilavičius	Ns	1
Budžiūtė	Ns	1
Budžiuvienė	Ns	1
Budzytė	Ns	1
bufeksamakas	N	1
Buginaitė	Ns	1
bugštumas	N	1
Buividys	Ns	1
Buizinas	Ns	1
Buizinienė	Ns	1
Bujnovskis	Ns	1
Bukaltaitė	Ns	1
Bukeikienė	Ns	1
Bukelevičienė	Ns	1
Bukienienė	Ns	1
Buknius	Ns	1
Bukštaitienė	Ns	1
Bulauskytė	Ns	1
Bulbenkovas	Ns	1
Bulbenkovienė	Ns	1
Bulcytė	Ns	1
Bulderienė	Ns	1
Bulinskienė	Ns	1
Bulitienė	Ns	1
Buliuolienė	Ns	1
Bulkevičienė	Ns	1
Bulonaitė	Ns	1
Bulonienė	Ns	1
bulvėtas	A	1
Bulvinienė	Ns	1
Bulzgytė	Ns	1
Bundžiulienė	Ns	1
Bunickaitė	Ns	1
Buniokaitė	Ns	1
Buoželis	Ns	1
Buoželytė	Ns	1
Burakevičienė	Ns	1
Burakovskytė	Ns	1
Burčikaitė	Ns	1
Burčikauskas	Ns	1
Burčikauskienė	Ns	1
Burdilauskaitė	Ns	1
Burdilauskienė	Ns	1
Burdinavičiūtė	Ns	1
Burdulevičius	Ns	1
Burevičienė	Ns	1
Burevičiūtė	Ns	1
Burjanienė	Ns	1
Burmistrovienė	Ns	1
Burovaitė	Ns	1
Bursevičius	Ns	1
Burškaitytė	Ns	1
Bursteika	Ns	1
Burzdikienė	Ns	1
Burzevičienė	Ns	1
Burzevičius	Ns	1
burzgaliukas	N	1
burzgėjimas	N	1
bušmėnė	N	1
Butauskaitė	Ns	1
Butilkinienė	Ns	1
butirometrinis	A	1
Butyrinaitė	Ns	1
Butkeraitienė	Ns	1
Butkūnaitė	Ns	1
Butlerytė	Ns	1
Butnorytė	Ns	1
butoksidas	N	1
Butrėnienė	Ns	1
butriptilinas	N	1
Butvilauskaitė	Ns	1
Bužauskienė	Ns	1
Buzevičienė	Ns	1
Bužytė	Ns	1
Buzorienė	Ns	1
Buzunaitė	Ns	1
Buzūnaitė	Ns	1
Bžozeckas	Ns	1
Bžozinskienė	Ns	1
Čachavičius	Ns	1
Čaikienė	Ns	1
Čaikinaitė	Ns	1
Čakstaitė	Ns	1
Calkauskienė	Ns	1
Čalkauskienė	Ns	1
Cancingerytė	Ns	1
Čapaitienė	Ns	1
Čapauskaitė	Ns	1
Čapauskas	Ns	1
Čaraitė	Ns	1
Čarepakaitė	Ns	1
Caronkienė	Ns	1
Časaitytė	Ns	1
Čebyšovas	Ns	1
Cechanauskienė	Ns	1
Čechavičiūtė	Ns	1
cefacetrilis	N	1
cefalija	N	1
cefsulodinas	N	1
ceftibutenas	N	1
Cėgienė	Ns	1
Ceikinskytė	Ns	1
Čekaitytė	Ns	1
Cekanauskienė	Ns	1
Čeknys	Ns	1
Čeliadinaitė	Ns	1
Čelkauskienė	Ns	1
Čelkevičiūtė	Ns	1
celobiozė	N	1
cementininkė	N	1
Čemeškaitė	Ns	1
Čepanonytė	Ns	1
Čepenienė	Ns	1
Čepkuvienė	Ns	1
Čeplauskienė	Ns	1
Čeplytė	Ns	1
Čepononytė	Ns	1
Čepulkauskaitė	Ns	1
Čepurnovas	Ns	1
Čerbauskienė	Ns	1
Čerelienė	Ns	1
Čeremytė	Ns	1
Čerepakaitė	Ns	1
čerkštelėjimas	N	1
Černakauskas	Ns	1
Černakauskienė	Ns	1
Černiovaitė	Ns	1
Černovaitė	Ns	1
Česiulytė	Ns	1
Cesiūnaitė	Ns	1
Česytė	Nf	1
Češkauskienė	Ns	1
Ceslevičienė	Ns	1
Česliokas	Ns	1
Česliokienė	Ns	1
Česnakevičiūtė	Ns	1
Česnakovskytė	Ns	1
Česnelytė	Ns	1
Česnytė	Ns	1
Česokaitė	Ns	1
Čestavičius	Ns	1
Česukėnienė	Ns	1
Česūnaitė	Ns	1
Četvertinskaitė	Ns	1
Četvertinskienė	Ns	1
Chaladauskaitė	Ns	1
Chaleckaitė	Ns	1
Chalkovskienė	Ns	1
Chamanskaitė	Ns	1
Characiejūtė	Ns	1
Charužienė	Ns	1
Charževskienė	Ns	1
Chatelovičienė	Ns	1
Chazbijavičiūtė	Ns	1
Chlivickienė	Ns	1
Chlopinaitė	Ns	1
chlorksilenolis	N	1
chloroprokainas	N	1
Chodočinskas	Ns	1
Chodočinskienė	Ns	1
Chodoravičienė	Ns	1
Chodorcevičius	Ns	1
Chodzkaitė	Ns	1
Cholomskis	Ns	1
Chomskienė	Ns	1
choreologija	N	1
Chotenovičienė	Ns	1
Chrapavičienė	Ns	1
Chraptavičienė	Ns	1
Chraptavičius	Ns	1
Christauskaitė	Ns	1
Chšenavičius	Ns	1
Chvajauskienė	Ns	1
Chveščiukienė	Ns	1
čiaupimas	N	1
čiauškalai	N	1
Čiauškienė	Ns	1
čiaužymas	N	1
Ciburevkinaitė	Ns	1
Ciburevkinas	Ns	1
Ciburevkinienė	Ns	1
Cicinaitė	Ns	1
Čičiškinienė	Ns	1
Cielevičius	Ns	1
Ciemnolonskienė	Ns	1
Čiepienė	Ns	1
Čigrinovienė	Ns	1
Čikiliovienė	Ns	1
ciklacilinas	N	1
ciklandelatas	N	1
ciklofenilis	N	1
ciklopentiazidas	N	1
Čikonienė	Ns	1
Cilinginovienė	Ns	1
Cilinskienė	Ns	1
Cilišauskaitė	Ns	1
Cimakevičienė	Ns	1
Cimakevičius	Ns	1
Čimbarienė	Ns	1
Cimbolaitė	Ns	1
Cimermanaitė	Ns	1
Cimolonskienė	Ns	1
cinchonidinas	N	1
cinkglobinas	N	1
Cinkienė	Ns	1
cinkprotaminas	N	1
činkt	O	1
Činkus	Ns	1
cinoglosinas	N	1
cinoksacinas	N	1
Cinskaitė	Ns	1
Cintijus	Ns	1
Čioglys	Ns	1
Čiokys	Ns	1
Čiomanas	Ns	1
Čiomanienė	Ns	1
Ciprisevičius	Ns	1
ciproheptadinas	N	1
Čiricaitė	Ns	1
Čirpienė	Ns	1
čirpintoja	N	1
čirpt	O	1
Cirūnas	Ns	1
Cirūnienė	Ns	1
Čirvinskis	Ns	1
Ciškevičienė	Ns	1
cistadenoma	N	1
Citrinavičienė	Ns	1
Čiukauskaitė	Ns	1
Čiulkinas	Ns	1
Ciunytė	Ns	1
Čiupinienė	Ns	1
Čiupyla	Ns	1
Čiupylaitė	Ns	1
Čiupkuvienė	Ns	1
Čiūraitė	Ns	1
Čiurinskaitė	Ns	1
čiurkštelėjimas	N	1
čiustijimas	N	1
Čiutaitė	Ns	1
Civanavičienė	Ns	1
Civanavičius	Ns	1
Čižiuvienė	Ns	1
Colkevičienė	Ns	1
Colkevičius	Ns	1
Čugunovienė	Ns	1
Cukermanienė	Ns	1
Čumakaitė	Ns	1
Čuplinskaitė	Ns	1
Čužauskienė	Ns	1
cvangt	O	1
Cvetkovaitė	Ns	1
Dabašauskaitė	Ns	1
Dabažinskienė	Ns	1
Dabrilka	Ns	1
Dabriškienė	Ns	1
Dabrukaitė	Ns	1
Dabšauskaitė	Ns	1
Dabušienė	Ns	1
Dabušytė	Ns	1
Dačkevičiūtė	Ns	1
Dadonaitė	Ns	1
Dadurkevičienė	Ns	1
Daiginienė	Ns	1
Daigorienė	Ns	1
daiguotas	A	1
Dailydkaitė	Ns	1
Dajutienė	Ns	1
Dakanytė	Ns	1
Dakauskienė	Ns	1
Daktaraitienė	Ns	1
Daktaravičiūtė	Ns	1
daktinomicinas	N	1
Dalibagaitė	Ns	1
Dalindavičienė	Ns	1
Dalinskaitė	Ns	1
dalykininkė	N	1
Dalmotaitė	Ns	1
Dalmotienė	Ns	1
Dambriūnienė	Ns	1
Damelienė	Ns	1
Damėnienė	Ns	1
Damidavičiūtė	Ns	1
Damijonienė	Ns	1
Daminskytė	Ns	1
Damoševičiūtė	Ns	1
Damošis	Ns	1
Damuševičienė	Ns	1
Damuševičius	Ns	1
Dančenkovienė	Ns	1
Danėlaitė	Ns	1
Danielaitytė	Ns	1
Danilavičiūtė	Ns	1
Daniličevienė	Ns	1
Daniličienė	Ns	1
Danilkevičiūtė	Ns	1
Daniševičienė	Ns	1
Daniulaitytė	Ns	1
Dansevičius	Ns	1
Daratienė	Ns	1
darbaknygė	N	1
darbininkiškai	R	1
darbotvarkinis	A	1
Darčkus	Ns	1
dardenimas	N	1
Dargelytė	Ns	1
Darkintytė	Ns	1
Darškuvienė	Ns	1
Darvydaitė	Ns	1
daržovininkė	N	1
Daškienė	Ns	1
Datienė	Ns	1
Daučianskienė	Ns	1
Daudaravičiūtė	Ns	1
Daudoravičienė	Ns	1
Daugailienė	Ns	1
Daugaravičiūtė	Ns	1
daugdara	N	1
daugiagrūdis	A	1
daugialaidis	A	1
daugiastaklininkė	N	1
Daugilavičienė	Ns	1
Daugirdytė	Ns	1
daugtūkstantinis	A	1
Daujokaitė	Ns	1
Dausynienė	Ns	1
Dautarė	Nf	1
daužimasis	N	1
Daveika	Ns	1
Davidėnaitė	Ns	1
davinėtoja	N	1
Davydovienė	Ns	1
dazatinibas	N	1
deamininimas	N	1
Debeikytė	Ns	1
debesingumas	N	1
debrizokvinas	N	1
decentralizavimasis	N	1
decilijonas	M	1
decimacija	N	1
decizionizmas	N	1
dėdinėjimas	N	1
defibriliacinis	A	1
degazuotojas	N	1
Degesienė	Ns	1
degiotis	V	1
dehumanizuotis	V	1
Deivikaitė	Ns	1
dejonizacija	N	1
dekagonas	N	1
dekstrokardija	N	1
Deleckienė	Ns	1
Deleckis	Ns	1
Deleckytė	Ns	1
Deliautienė	Ns	1
Dėlinukas	Ng	1
Delnevičius	Ns	1
Dembauskas	Ns	1
Dembauskienė	Ns	1
demeklociklinas	N	1
Demikytė	Ns	1
Denafaitė	Ns	1
Denaitis	Ns	1
Denapas	Ns	1
deoksiribozė	N	1
depoliarizatorius	N	1
deponentė	N	1
Deresevičius	Ns	1
Deršonas	Ns	1
Dervaitienė	Ns	1
Deržanauskienė	Ns	1
devyndantis	A	1
